IR Wavenumber(cm-1),Absorbance
904,0.007313961
903,0.007269796
902,0.007269796
901,0.00735813
900,0.007446482
899,0.007579044
898,0.007755856
897,0.00793274
896,0.008109696
895,0.00824246
894,0.008286724
893,0.00824246
892,0.00824246
891,0.008330993
890,0.008640997
889,0.009128595
888,0.009749967
887,0.010372229
886,0.010817249
885,0.01103993
884,0.010950844
883,0.010772726
882,0.010550182
881,0.010327752
880,0.010194349
879,0.010105436
878,0.010016542
877,0.009927665
876,0.009838807
875,0.009661145
874,0.009350412
873,0.0090399
872,0.008773924
871,0.008552402
870,0.008419543
869,0.008286724
868,0.00824246
867,0.008153946
866,0.008109696
865,0.00806545
864,0.00806545
863,0.00806545
862,0.008109696
861,0.008198201
860,0.008286724
859,0.008330993
858,0.008330993
857,0.008286724
856,0.008198201
855,0.008153946
854,0.008109696
853,0.008153946
852,0.008153946
851,0.008153946
850,0.008153946
849,0.008153946
848,0.008109696
847,0.008109696
846,0.00806545
845,0.00806545
844,0.008109696
843,0.008330993
842,0.008552402
841,0.008818242
840,0.008951224
839,0.0090399
838,0.0090399
837,0.0090399
836,0.009084245
835,0.009172949
834,0.009306039
833,0.009483556
832,0.009838807
831,0.01028328
830,0.010906307
829,0.011619435
828,0.012423105
827,0.013228266
826,0.014034922
825,0.014708281
824,0.015202743
823,0.015517694
822,0.015697768
821,0.015742798
820,0.015832873
819,0.01596802
818,0.016193358
817,0.016463918
816,0.016599262
815,0.016554143
814,0.016373713
813,0.016148281
812,0.015922966
811,0.015742798
810,0.015652742
809,0.015562705
808,0.015472687
807,0.015427684
806,0.015382687
805,0.015292706
804,0.015157769
803,0.015022874
802,0.01488802
801,0.014843079
800,0.014843079
799,0.01488802
798,0.014977918
797,0.015022874
796,0.015022874
795,0.015067834
794,0.015112799
793,0.015247722
792,0.015427684
791,0.015652742
790,0.015877917
789,0.016103209
788,0.016328617
787,0.016554143
786,0.016779785
785,0.016960384
784,0.017095882
783,0.017231423
782,0.017367006
781,0.017412209
780,0.017457418
779,0.017457418
778,0.017457418
777,0.017502631
776,0.017502631
775,0.017547849
774,0.017593071
773,0.017728767
772,0.017909761
771,0.01809083
770,0.018181393
769,0.018181393
768,0.01809083
767,0.017955021
766,0.017819254
765,0.01768353
764,0.017547849
763,0.017547849
762,0.01768353
761,0.017955021
760,0.018498512
759,0.019224226
758,0.020042107
757,0.020907099
756,0.021819483
755,0.02291688
754,0.024476287
753,0.02691835
752,0.030537492
751,0.035410413
750,0.041388342
749,0.048128443
748,0.055221319
747,0.062081097
746,0.068237112
745,0.073091898
744,0.07592757
743,0.0759793
742,0.073040512
741,0.067526235
740,0.06083032
739,0.054285286
738,0.049197177
737,0.046143702
736,0.045082446
735,0.04561275
734,0.047062332
733,0.048808242
732,0.050317309
731,0.05124482
730,0.05139145
729,0.050756409
728,0.049440438
727,0.047498152
726,0.045178817
725,0.042680103
724,0.040100412
723,0.037630664
722,0.035316185
721,0.033201454
720,0.031376979
719,0.029792641
718,0.02839948
717,0.027149444
716,0.026179676
715,0.025534364
714,0.025442255
713,0.025810809
712,0.026595026
711,0.027750864
710,0.029141943
709,0.03077052
708,0.032686082
707,0.034657164
706,0.03654274
705,0.038009713
704,0.03891128
703,0.039101323
702,0.038673844
701,0.037772769
700,0.036637234
699,0.03550466
698,0.03461013
697,0.034140063
696,0.034234036
695,0.03498655
694,0.036306595
693,0.038104526
692,0.040148045
691,0.042344833
690,0.044697177
689,0.047207557
688,0.049732532
687,0.05207638
686,0.054088483
685,0.055764156
684,0.057148993
683,0.058389198
682,0.059533322
681,0.060680469
680,0.061930814
679,0.063285242
678,0.064643907
677,0.065956281
676,0.067019178
675,0.067830754
674,0.068440433
673,0.068898254
672,0.069407512
671,0.070019409
670,0.070938876
669,0.072219151
668,0.073709013
667,0.074894273
666,0.075462282
665,0.075513956
664,0.075100736
663,0.074378545
662,0.073297506
661,0.071962794
660,0.070223567
659,0.068186296
658,0.065754119
657,0.063235002
656,0.060680469
655,0.058240186
654,0.055764156
653,0.053056729
652,0.050073556
651,0.046965543
650,0.043927663
649,0.04124505
648,0.039006291
647,0.037251947
646,0.035834689
645,0.03461013
644,0.033342116
643,0.031797332
642,0.03002527
641,0.028353118
640,0.027103216
639,0.026548856
638,0.026595026
637,0.026872146
636,0.02691835
635,0.026502691
634,0.025534364
633,0.024246611
632,0.022688027
631,0.021135016
630,0.019814763
629,0.019088062
628,0.018951941
627,0.019133445
626,0.019088062
625,0.018362575
624,0.016870075
623,0.015112799
622,0.013945219
621,0.014259259
620,0.01623844
619,0.018906577
618,0.020633758
617,0.02008759
616,0.017321807
615,0.01376587
614,0.010995384
613,0.009794385
612,0.010327752
611,0.01215505
610,0.014528617
609,0.016644386
608,0.017864505
607,0.018136109
606,0.018045556
605,0.018815863
604,0.021135016
603,0.024982002
602,0.029188389
601,0.032077793
600,0.032358436
599,0.03002527
598,0.026225806
597,0.022733788
596,0.020679303
595,0.020224067
594,0.020724852
593,0.021135016
592,0.020907099
591,0.02017857
590,0.019678414
589,0.019678414
588,0.019860222
587,0.019451261
586,0.018362575
585,0.016960384
584,0.015922966
583,0.015562705
582,0.015742798
581,0.016193358
580,0.016870075
579,0.017728767
578,0.018906577
577,0.020815966
576,0.023558311
575,0.026410377
574,0.027797162
573,0.027103216
572,0.025120027
571,0.023695883
570,0.024292536
569,0.02668738
568,0.029792641
567,0.032732908
566,0.035551792
565,0.03881629
564,0.042680103
563,0.046820399
562,0.050805226
561,0.055122694
560,0.06083032
559,0.068847361
558,0.079094396
557,0.089856039
556,0.099141495
555,0.105683937
554,0.109634879
553,0.111483539
552,0.111427403
551,0.10885297
550,0.103970088
